"Formula","S1","S2","S4","S5","S6","S7","S8","S9","S10","S12","S13","S14","S15","S17","S18","S19"
"C33H58","5114534","6124082","23062914","22309344","37116944","15858685","30900010","5792024","3251018","2001198","14956634","12505929","7158124","44512164","12871587","1437603"
"C34H60","5022657","6726658","20369818","19025614","37585992","15867338","31959672","5690233","7474938","1537640","15531826","11354822","8301929","43396476","9720597","1282325"
"C35H62","3847101","6611553","17005228","17704034","39719392","15527038","34600244","5723925","6648793","3443076","13067228","10125503","7863228","46297460","8490812","2902396"
"C36H64","3129802","6040242","15319988","17755302","29787374","14965247","35073560","3896202","13704368","7737360","12052405","8125043","6812207","57897808","7162319","10599643"
"C37H66","2407735","5001828","12225457","19098020","29973042","13121589","35239244","3247244","15127619","6873442","11955392","5600482","5386169","48322244","7170213","10478745"
"C38H68","2782614","4771884","10441409","15330267","26963508","11991194","30346124","3272141","19814630","15556814","11068672","6910080","4075718","50183512","6558467","12791980"
"C39H70","2402934","3800154","11506322","13353124","26795380","10853365","37233040","1796810","27447504","19285648","9783837","6644147","3938780","52516424","6854936","19588816"
"C40H72","1695089","3517273","11396337","9491700","25928980","8958713","30345236","2071249","33890048","18648510","8145706","6503614","3709822","44654776","5722900","16924622"
"C41H74","1973409","2951573","10410861","10468796","23529048","7298650","32624492","2331024","42455760","28007870","6356500","5465588","3557858","37731276","5171508","21831664"
"C42H76","2189251","2424217","8842565","10369080","21873720","7622280","29656898","3789920","57004980","28225878","6340810","3416990","3680422","35325640","4025445","27482278"
"C43H78","1831568","2770481","7053412","9546908","22372778","7506382","25722674","11543961","45634828","33063456","6140232","3588737","2750877","40722728","4329015","32882066"
"C44H80","1395532","2386477","7217841","8836338","19120546","7017824","22759126","8885673","43632832","42274140","6282831","3592074","2204418","35195492","2731070","31065698"
"C45H82","2053525","2686045","6462021","8610633","17184190","6051441","24276448","20285060","52457216","41804844","4951838","3510181","1939797","39956996","3116044","35024576"
"C46H84","1395523","1639651","6006232","7045551","14839114","4768309","19940558","22300368","37820404","42663188","4885237","3431373","2413159","35543032","2573865","33940048"
"C47H86","1636909","1615387","5039176","6764969","13404001","3498820","18386048","27686026","34677696","42751612","4245804","2398483","1662013","43957576","2267597","31742584"
"C48H88","1330319","1695253","5080190","5598044","8567576","3310370","17389016","37436696","25674176","39984936","3802850","3072139","2666125","34571028","2299929","28222862"
"C49H90","3949864","1497999","4984703","4974263","12291979","4255666","20300212","37409084","35459104","35682072","2965210","1508168","7348969","33278602","2226738","28029350"
"C50H92","13886339","3360423","4098327","4009893","11222018","3478230","15163455","50096804","29940984","33607324","2873315","2342261","5864528","33100858","1825777","28712150"
"C51H94","11644271","10801223","3487039","3896850","10766300","3022421","13008926","61972124","32409184","43562512","2572993","2010350","11790382","30359264","1446528","28206460"
"C52H96","26068108","9149948","3574617","3140037","8526455","2525916","12128200","51734128","28257200","35085724","2892354","1591054","13889118","30091484","1173976","30174160"
"C53H98","28852396","21043508","2600814","3521132","7437109","2142310","10843572","47767780","33283832","42116416","2291885","2233210","18069102","28323980","2291084","26226890"
"C54H100","29971596","23467038","2882219","3228596","5941669","2369261","10053753","62995612","28615338","35613956","2444318","7669100","24390546","25564388","9213641","33047910"
"C55H102","45445976","24677600","1906231","2237258","5791169","1221739","8800270","37673084","31222066","40645848","1588403","5478492","28989710","20793278","9628835","26131100"
"C56H104","41079920","34858120","2894398","2014895","5379984","1568459","9166143","46789632","28226560","35077304","1591690","13479050","43950260","21674954","14003092","28721378"
"C57H106","51380180","33480278","2551410","1774299","4644634","1701838","8272094","30359262","27623742","38200456","1221018","13990424","58819180","20919230","20698204","24315860"
"C58H108","64917928","41730620","1864293","1861291","4785268","2072880","7340986","50833600","23608948","36310072","1093021","17684606","51815956","19460568","18515180","21622514"
"C59H110","55477748","54395968","1631581","1379067","4458566","2955553","7116423","43716968","23759144","33043368","1167566","26012552","47136044","15533303","27196252","20141506"
"C60H112","53268028","50194524","1570843","1060798","3346327","10709992","5564841","45045928","23170980","30464676","3375644","29843456","63477440","11672187","34692972","22567904"
"C61H114","87365960","48893980","1790578","1670278","3348334","11778917","4705659","43884120","19678204","31047914","9675126","41674356","44167612","12275651","39223596","18751960"
"C62H116","46495164","54672004","2945177","1337178","2839761","15359742","3498583","54223476","19663208","27969092","10119629","61274508","45477128","10891845","41358492","16697515"
"C63H118","43102788","42882680","8019793","1049421","2696288","23685180","3631246","46024240","21132060","22764396","14261187","51456996","31188968","11559035","38177720","16081239"
"C64H120","35253752","40919768","9544193","1185891","2820529","16934776","4118526","43977624","19145660","24531580","19991588","48136004","50323996","10652038","39044428","17521884"
"C65H122","50833560","31207136","12587681","4846584","2213936","19492362","3397677","41768104","15481300","24206758","22028650","83735672","41233268","9358474","32567258","15035225"
"C66H124","42324456","48917052","18555926","4586342","1537353","35185516","3816607","39977600","13922839","20995784","25319808","41725020","46568376","8855750","27392490","12225302"
"C67H126","49043896","41866416","23234078","16230767","3001986","45736228","2946267","37958364","12863802","15451309","28837690","42760104","44473076","8292246","27107982","11381282"
"C68H128","42655780","47930868","26620622","19943818","12153138","42459812","2476143","38560436","12733465","14769241","35365288","29705732","52257200","5555264","27421220","10614412"
"C69H130","50963964","41731572","34571196","16386103","12415955","40383348","1448203","34279180","12884326","13882060","35505116","47236416","50227336","5190175","22737204","9854614"
"C70H132","42429480","50982152","42229332","22714630","18368164","50890492","2180711","29030202","11899129","13251932","35063752","39473928","44576792","4540541","25348168","9452188"
"C71H134","40620948","43684748","47154344","16168969","25857412","44035752","1832507","31227352","9317044","13374088","36707744","45317388","43292868","5354649","21843904","8508490"
"C72H136","39730364","41515492","49352100","31039972","20244070","35752176","1629760","34104768","7267975","13592849","29177208","39756404","44278348","4184329","25626506","9352525"
"C73H138","37234384","44949596","47220748","37126892","20036280","39728148","1358953","28651912","7450039","12232644","23224158","50152828","40201292","3706935","23314296","7065428"
"C74H140","35827904","42616568","45494980","37924820","40893448","40902236","1219801","24011152","6953665","11153414","24099582","45615328","40179288","4367501","21636954","6740873"
"C75H142","36428156","39824816","35691828","34655056","49164772","42837588","5878461","21325034","6039595","9363101","25204518","41545548","39043136","2600149","22970118","5621193"
"C76H144","33292376","44561532","35129100","43376656","45298628","46271576","5006452","19307170","3772530","7983244","20095620","42588764","37145240","2792583","21710438","4651453"
"C77H146","28927678","39156604","35057644","32464798","41719080","40063368","17572024","17162542","3859635","6769195","23047110","41953280","38385216","1866541","18431338","3901196"
"C78H148","29970092","33006486","33200038","32862490","56699276","48084740","22582930","17106168","4525123","5769684","19722786","38704504","39339020","1907795","17945600","3804506"
"C79H150","28891688","35696096","32550474","34011992","45949484","40762860","19139036","16265727","3020373","5528240","25872034","40534016","35337396","2450392","18061880","3686416"
"C18H26","26266318","37067644","25117692","36472108","39648564","43845296","25572132","13775957","3172896","5150690","21605038","36332992","29820866","2075264","16470263","3176041"
"C19H28","20614982","31894850","29518046","31849860","44021900","44503180","18674430","12569586","2808594","6334083","18984874","33122598","26754124","1349348","14629253","3211169"
"C20H30","19358962","25100840","26942824","36779144","48677408","40819372","33583768","10735069","1470204","4366820","19134116","34475508","23507298","1273141","15426859","1941237"
"C21H32","17647922","23722064","25703004","31521556","48007236","35906604","38388344","9500537","2013628","2856591","18845416","35706852","24643070","1277286","13690121","2611179"
"C22H34","16595325","21671386","23931004","34820620","58174420","35982432","39077336","6663602","2707760","2836721","16860986","31820314","24885320","5941949","11708465","1355521"
"C23H36","16262295","20685038","22245466","32832080","47574708","33002468","38692832","5198160","1834780","2949524","16363096","27329280","23422436","24708418","9782369","1588451"
"C24H38","15899152","22097912","17385818","33723460","58184396","31341572","46595020","5447913","2028803","2947139","14639945","22150904","19762286","23460852","8453970","1641022"
"C25H40","14858621","19732884","17150578","30592770","49576452","31909384","39379816","6394634","1608027","2348152","13236001","21920352","17664434","31491016","7980746","1754551"
"C26H42","13943442","18947166","14170785","28780912","52921576","34173756","35921300","6370945","1507506","2514563","11340768","20992432","15974123","50566300","9007562","7025804"
"C27H44","10725166","17110806","11985339","25211510","54415812","27886540","37714136","5116635","1585098","2735628","12690314","20509392","14213246","42176900","8790137","7856277"
"C28H46","9587503","14728012","12720469","25757978","50265764","26195366","39728064","4378574","3042182","9704592","11124720","20008074","12919529","49912964","7428874","20004136"
"C29H48","8450694","12090657","12923705","21200410","43870620","23848552","36363504","3852556","12300045","12431579","8347788","17251760","6577817","57454872","6060465","24729938"
"C30H50","6252811","9310414","11311383","20751222","45543692","22057906","41677912","2842141","11028878","15834111","7207763","16090426","9443628","59118344","6341941","25196766"
"C31H52","5877560","7422582","10089107","19659576","40318484","21306204","32750254","3934803","15631313","22851326","6757936","13714781","9596068","60659216","4904736","26347030"
"C32H54","7276840","7963496","8877476","21079914","38525740","19660228","39993520","3332347","27974956","23885994","6895386","11498299","10257092","56871992","3766535","27824452"
"C33H56","6918827","9154888","8562737","19364098","40346324","18623692","34498328","2799000","20629150","28268832","7089325","10015763","7950673","61011168","3364991","35942244"
"C34H58","5123992","8634746","6744127","15179164","41578376","18954844","35622484","4322370","32591362","34619896","6555172","6362379","6534904","48971560","3106385","41059636"
